<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SET100,20150727,15:09:00,2058.05,2058.05,2056.56,2057.37,13526000
SET100,20150727,15:10:00,2057.20,2058.86,2057.20,2058.86,12043000
SET100,20150727,15:11:00,2058.75,2058.75,2057.34,2058.64,3687000
SET100,20150727,15:12:00,2058.17,2058.21,2058.02,2058.14,3076000
SET100,20150727,15:13:00,2058.41,2059.51,2058.41,2059.51,3528000
SET100,20150727,15:14:00,2059.57,2059.57,2057.70,2057.94,33124000
SET100,20150727,15:15:00,2058.56,2059.20,2058.56,2059.20,2329000
SET100,20150727,15:16:00,2058.35,2058.35,2058.11,2058.16,2219000
SET100,20150727,15:17:00,2058.71,2058.71,2057.71,2058.45,3678000
SET100,20150727,15:18:00,2058.80,2058.80,2057.39,2057.39,2862000
SET100,20150727,15:19:00,2057.99,2057.99,2056.91,2056.91,2479000
SET100,20150727,15:20:00,2056.59,2059.44,2056.59,2059.01,3304000
SET100,20150727,15:21:00,2058.79,2059.22,2058.31,2058.31,3716000
SET100,20150727,15:22:00,2058.72,2060.21,2058.72,2059.75,1771000
SET100,20150727,15:23:00,2059.37,2060.51,2059.37,2060.11,6833000
SET100,20150727,15:24:00,2060.03,2061.76,2060.03,2061.76,13263000
SET100,20150727,15:25:00,2061.97,2063.57,2061.97,2063.57,12781000
SET100,20150727,15:26:00,2063.93,2065.12,2063.93,2065.12,27350000
SET100,20150727,15:27:00,2063.89,2064.39,2063.89,2063.99,20388000
SET100,20150727,15:28:00,2064.98,2065.06,2064.63,2064.63,7217000
SET100,20150727,15:29:00,2064.17,2064.23,2063.99,2064.06,11490000
SET100,20150727,15:30:00,2064.03,2064.05,2063.84,2063.84,2591000
SET100,20150727,15:31:00,2063.98,2063.98,2063.20,2063.71,4943000
SET100,20150727,15:32:00,2064.63,2065.11,2064.63,2065.11,4856000
SET100,20150727,15:33:00,2063.88,2064.84,2063.08,2064.84,9752000
SET100,20150727,15:34:00,2064.98,2064.98,2063.81,2064.12,4321000
SET100,20150727,15:35:00,2064.57,2064.57,2063.70,2064.11,4589000
SET100,20150727,15:36:00,2063.84,2064.08,2063.84,2064.05,16425000
SET100,20150727,15:37:00,2064.04,2064.07,2062.97,2064.07,3807000
SET100,20150727,15:38:00,2064.32,2065.43,2063.89,2063.89,7407000
SET100,20150727,15:39:00,2063.72,2063.72,2062.38,2062.38,5281000
SET100,20150727,15:40:00,2063.11,2063.20,2062.94,2063.20,2022000
SET100,20150727,15:41:00,2062.70,2065.00,2062.70,2065.00,6402000
SET100,20150727,15:42:00,2065.05,2065.73,2063.79,2063.79,4934000
SET100,20150727,15:43:00,2064.42,2064.42,2064.24,2064.24,2577000
SET100,20150727,15:44:00,2064.91,2065.73,2064.91,2065.72,3079000
SET100,20150727,15:45:00,2065.30,2065.80,2065.30,2065.75,6960000
SET100,20150727,15:46:00,2065.31,2066.11,2064.61,2065.88,10098000
SET100,20150727,15:47:00,2065.37,2065.76,2062.27,2062.27,3338000
SET100,20150727,15:48:00,2062.10,2063.81,2062.00,2063.81,2413000
SET100,20150727,15:49:00,2064.36,2064.36,2062.84,2062.84,17013000
SET100,20150727,15:50:00,2063.24,2063.24,2060.73,2060.73,6154000
SET100,20150727,15:51:00,2059.15,2059.15,2058.11,2058.14,15637000
SET100,20150727,15:52:00,2058.43,2058.43,2056.15,2056.15,15761000
SET100,20150727,15:53:00,2056.08,2056.08,2054.69,2054.69,93269000
SET100,20150727,15:54:00,2056.24,2056.48,2055.24,2055.24,3121000
SET100,20150727,15:55:00,2056.93,2057.02,2056.26,2057.02,4930000
SET100,20150727,15:56:00,2057.47,2057.48,2056.65,2056.92,1921000
SET100,20150727,15:57:00,2058.33,2058.33,2056.86,2056.86,3177000
SET100,20150727,15:58:00,2056.25,2057.68,2056.25,2056.79,2888000
SET100,20150727,15:59:00,2055.84,2057.17,2055.59,2056.13,4682000
SET100,20150727,16:00:00,2056.40,2056.67,2055.87,2056.67,1250000
SET100,20150727,16:01:00,2056.82,2057.93,2056.64,2056.64,1539000
SET100,20150727,16:02:00,2057.18,2058.56,2056.27,2058.56,1832000
SET100,20150727,16:03:00,2058.05,2058.31,2057.13,2057.13,8113000
SET100,20150727,16:04:00,2058.69,2059.71,2058.61,2059.71,21403000
SET100,20150727,16:05:00,2059.64,2060.50,2058.91,2060.50,30529000
SET100,20150727,16:06:00,2059.61,2059.61,2058.00,2058.87,43733000
SET100,20150727,16:07:00,2059.52,2059.81,2059.08,2059.81,9994000
SET100,20150727,16:08:00,2059.68,2059.96,2059.05,2059.30,10534000
SET100,20150727,16:09:00,2059.21,2060.30,2058.59,2060.30,7567000
SET100,20150727,16:10:00,2060.84,2060.84,2058.03,2058.03,4510000
SET100,20150727,16:11:00,2058.43,2059.19,2058.40,2058.40,4219000
SET100,20150727,16:12:00,2058.77,2060.50,2058.77,2060.50,3044000
SET100,20150727,16:13:00,2060.49,2061.91,2060.37,2060.65,2788000
SET100,20150727,16:14:00,2060.37,2062.23,2060.37,2062.23,3936000
SET100,20150727,16:15:00,2061.47,2062.02,2060.37,2061.76,7181000
SET100,20150727,16:16:00,2062.02,2062.81,2061.81,2062.45,10192000
SET100,20150727,16:17:00,2061.29,2061.29,2060.28,2060.28,15253000
SET100,20150727,16:18:00,2061.10,2062.01,2061.10,2061.32,15321000
SET100,20150727,16:19:00,2062.55,2063.37,2062.55,2063.18,5132000
SET100,20150727,16:20:00,2062.20,2063.78,2062.20,2062.52,12794000
SET100,20150727,16:21:00,2060.96,2061.86,2060.79,2061.86,10679000
SET100,20150727,16:22:00,2061.33,2061.33,2060.17,2060.17,9725000
SET100,20150727,16:23:00,2060.26,2061.32,2059.74,2061.32,14166000
SET100,20150727,16:24:00,2061.52,2061.52,2060.36,2060.43,13164000
SET100,20150727,16:25:00,2059.85,2060.25,2059.68,2060.25,8334000
SET100,20150727,16:26:00,2060.97,2060.97,2059.53,2059.93,5221000
SET100,20150727,16:27:00,2058.84,2059.37,2058.35,2059.37,16133000
SET100,20150727,16:28:00,2060.26,2060.26,2058.88,2059.31,10436000
SET100,20150727,16:29:00,2059.19,2060.66,2057.62,2057.62,14839000
SET100,20150727,16:30:00,2057.64,2057.80,2056.61,2057.31,28464000
SET100,20150727,16:31:00,2057.48,2057.48,2057.48,2057.48,1787000
SET100,20150727,16:32:00,2057.48,2057.48,2057.48,2057.48,0
SET100,20150727,16:33:00,2057.48,2057.48,2057.48,2057.48,0
SET100,20150727,16:34:00,2057.48,2057.48,2057.48,2057.48,0
SET100,20150727,16:35:00,2057.48,2057.48,2057.48,2057.48,0
SET100,20150727,16:36:00,2057.48,2057.48,2057.48,2057.48,0
SET100,20150727,16:37:00,2052.29,2052.29,2052.29,2052.29,296496000
SET100,20150727,16:39:00,2052.29,2052.29,2052.29,2052.29,10094000
SET100,20150727,16:40:00,2052.29,2052.29,2052.29,2052.29,10554000
SET100,20150728,09:57:00,2060.88,2062.45,2060.88,2062.45,81075000
SET100,20150728,09:58:00,2061.22,2061.22,2060.36,2061.11,24030000
SET100,20150728,09:59:00,2060.99,2061.19,2060.61,2060.75,15527000
SET100,20150728,10:00:00,2059.93,2061.86,2059.93,2061.86,6465000
SET100,20150728,10:01:00,2062.89,2065.00,2062.89,2064.76,7347000
SET100,20150728,10:02:00,2064.82,2064.82,2064.74,2064.76,14284000
SET100,20150728,10:03:00,2066.36,2066.85,2065.89,2066.85,6267000
SET100,20150728,10:04:00,2067.42,2067.91,2065.65,2065.65,17469000
SET100,20150728,10:05:00,2065.27,2066.22,2065.27,2066.22,9637000
SET100,20150728,10:06:00,2066.87,2066.87,2065.94,2065.94,16100000
SET100,20150728,10:07:00,2065.18,2066.87,2065.18,2066.87,12696000
SET100,20150728,10:08:00,2066.00,2066.00,2064.94,2065.33,5704000
SET100,20150728,10:09:00,2065.60,2065.71,2065.06,2065.71,5360000
SET100,20150728,10:10:00,2065.31,2066.11,2064.57,2066.11,6878000
SET100,20150728,10:11:00,2066.24,2067.95,2065.90,2067.95,1975000
SET100,20150728,10:12:00,2067.48,2068.64,2067.48,2068.64,2354000
SET100,20150728,10:13:00,2068.80,2069.61,2068.80,2069.61,2703000
SET100,20150728,10:14:00,2069.71,2070.07,2068.85,2068.85,2172000
SET100,20150728,10:15:00,2068.95,2070.08,2068.79,2069.66,10467000
SET100,20150728,10:16:00,2068.34,2069.48,2068.34,2069.48,4134000
SET100,20150728,10:17:00,2068.01,2069.24,2068.01,2068.61,5558000
SET100,20150728,10:18:00,2068.78,2068.78,2065.75,2066.05,2989000
SET100,20150728,10:19:00,2066.33,2067.25,2066.33,2066.45,3196000
SET100,20150728,10:20:00,2066.61,2067.55,2066.61,2067.55,4915000
SET100,20150728,10:21:00,2066.09,2066.48,2064.77,2066.48,3324000
SET100,20150728,10:22:00,2065.04,2065.04,2064.22,2064.83,2977000
SET100,20150728,10:23:00,2064.35,2064.35,2061.90,2062.22,9506000
SET100,20150728,10:24:00,2061.28,2061.59,2060.41,2061.59,19058000
SET100,20150728,10:25:00,2060.32,2060.69,2059.27,2060.33,6023000
SET100,20150728,10:26:00,2060.80,2061.23,2059.44,2059.44,3290000
SET100,20150728,10:27:00,2058.94,2058.94,2058.07,2058.75,5163000
SET100,20150728,10:28:00,2058.59,2058.59,2056.83,2056.91,7547000
SET100,20150728,10:29:00,2057.02,2057.02,2055.38,2055.59,6874000
SET100,20150728,10:30:00,2054.31,2055.48,2054.31,2054.43,12986000
SET100,20150728,10:31:00,2055.08,2055.39,2055.00,2055.00,10772000
SET100,20150728,10:32:00,2055.07,2056.21,2055.07,2055.92,5714000
SET100,20150728,10:33:00,2055.74,2055.74,2054.81,2054.86,12344000
SET100,20150728,10:34:00,2053.50,2053.50,2052.76,2053.19,22710000
SET100,20150728,10:35:00,2052.87,2053.37,2052.62,2053.37,12096000
SET100,20150728,10:36:00,2052.14,2052.54,2051.95,2051.95,7036000
SET100,20150728,10:37:00,2052.68,2053.72,2051.95,2052.57,16419000
SET100,20150728,10:38:00,2053.35,2053.35,2051.89,2052.59,2802000
SET100,20150728,10:39:00,2052.19,2052.36,2051.35,2051.35,5893000
SET100,20150728,10:40:00,2051.46,2051.72,2051.06,2051.71,11679000
SET100,20150728,10:41:00,2051.37,2053.07,2051.37,2052.91,8691000
SET100,20150728,10:42:00,2052.92,2053.57,2052.73,2052.73,3749000
SET100,20150728,10:43:00,2052.96,2053.05,2052.42,2052.67,3691000
SET100,20150728,10:44:00,2051.81,2052.50,2051.48,2051.93,3321000
SET100,20150728,10:45:00,2051.70,2051.98,2051.27,2051.41,6550000
SET100,20150728,10:46:00,2051.75,2051.75,2050.51,2050.51,2719000
SET100,20150728,10:47:00,2052.16,2052.16,2050.93,2051.72,5519000
SET100,20150728,10:48:00,2050.41,2050.84,2049.73,2049.73,2106000
SET100,20150728,10:49:00,2050.67,2050.97,2049.98,2049.98,2116000
SET100,20150728,10:50:00,2050.63,2051.37,2050.06,2050.06,1843000
SET100,20150728,10:51:00,2050.19,2052.15,2050.19,2052.15,4403000
SET100,20150728,10:52:00,2049.22,2050.82,2048.86,2050.82,2656000
SET100,20150728,10:53:00,2051.39,2051.49,2051.07,2051.49,6535000
SET100,20150728,10:54:00,2050.68,2052.43,2050.43,2052.43,2163000
SET100,20150728,10:55:00,2051.37,2052.71,2051.29,2051.54,11906000
SET100,20150728,10:56:00,2050.63,2050.64,2050.03,2050.46,11111000
SET100,20150728,10:57:00,2050.13,2051.00,2050.13,2050.16,1617000
SET100,20150728,10:58:00,2050.02,2050.02,2047.43,2047.43,18508000
SET100,20150728,10:59:00,2045.31,2047.08,2045.31,2047.08,8294000
SET100,20150728,11:00:00,2047.09,2047.09,2045.80,2046.37,14782000
SET100,20150728,11:01:00,2045.26,2045.29,2044.91,2044.91,17639000
SET100,20150728,11:02:00,2043.84,2043.84,2042.84,2043.20,9114000
SET100,20150728,11:03:00,2043.73,2043.73,2042.38,2043.44,18111000
SET100,20150728,11:04:00,2043.60,2044.71,2043.37,2044.16,19102000
SET100,20150728,11:05:00,2044.42,2044.99,2044.00,2044.99,6160000
SET100,20150728,11:06:00,2044.68,2045.22,2044.04,2044.04,4989000
SET100,20150728,11:07:00,2043.43,2043.43,2042.51,2042.84,5753000
SET100,20150728,11:08:00,2043.23,2043.23,2041.88,2041.88,3490000
SET100,20150728,11:09:00,2041.62,2043.69,2041.62,2043.69,8929000
SET100,20150728,11:10:00,2043.37,2044.13,2043.37,2043.79,3996000
SET100,20150728,11:11:00,2043.81,2044.69,2043.20,2044.69,5134000
SET100,20150728,11:12:00,2044.33,2045.39,2043.93,2045.39,2199000
SET100,20150728,11:13:00,2045.60,2047.00,2045.60,2047.00,8249000
SET100,20150728,11:14:00,2045.50,2047.62,2045.50,2047.62,5002000
SET100,20150728,11:15:00,2047.49,2049.24,2047.08,2047.08,7305000
SET100,20150728,11:16:00,2048.72,2050.15,2048.43,2050.15,10254000
SET100,20150728,11:17:00,2048.99,2048.99,2047.55,2047.55,6930000
SET100,20150728,11:18:00,2047.40,2048.02,2046.27,2046.27,6702000
SET100,20150728,11:19:00,2046.51,2047.33,2046.51,2046.94,3579000
SET100,20150728,11:20:00,2046.49,2046.83,2046.43,2046.78,4409000
SET100,20150728,11:21:00,2047.39,2047.39,2046.62,2047.21,6437000
SET100,20150728,11:22:00,2046.78,2047.74,2046.78,2047.74,4274000
SET100,20150728,11:23:00,2048.14,2049.30,2047.44,2049.30,6269000
SET100,20150728,11:24:00,2048.26,2050.40,2048.26,2050.33,20465000
SET100,20150728,11:25:00,2050.68,2051.89,2050.32,2051.89,10148000
SET100,20150728,11:26:00,2051.30,2051.97,2051.30,2051.97,12431000
SET100,20150728,11:27:00,2052.05,2052.41,2051.71,2051.71,20258000
SET100,20150728,11:28:00,2051.59,2052.13,2051.53,2052.13,4748000
SET100,20150728,11:29:00,2052.64,2053.49,2052.64,2053.08,5486000
SET100,20150728,11:30:00,2053.40,2053.40,2052.31,2052.31,2894000
SET100,20150728,11:31:00,2052.93,2052.93,2051.38,2051.38,5381000
SET100,20150728,11:32:00,2051.71,2052.61,2051.71,2052.61,3695000
SET100,20150728,11:33:00,2053.74,2053.74,2053.01,2053.24,4123000
SET100,20150728,11:34:00,2052.11,2052.99,2052.00,2052.00,4620000
SET100,20150728,11:35:00,2053.37,2053.69,2053.30,2053.69,2327000
SET100,20150728,11:36:00,2054.15,2055.03,2054.15,2054.69,1404000
SET100,20150728,11:37:00,2054.03,2055.93,2054.03,2055.93,3598000
SET100,20150728,11:38:00,2056.51,2057.48,2056.51,2057.48,10739000
SET100,20150728,11:39:00,2055.15,2056.96,2055.15,2055.21,10758000
SET100,20150728,11:40:00,2055.13,2055.33,2053.77,2053.77,15392000
SET100,20150728,11:41:00,2055.20,2055.35,2054.73,2054.92,17061000
SET100,20150728,11:42:00,2055.86,2055.86,2053.28,2053.28,2224000
SET100,20150728,11:43:00,2054.05,2054.41,2053.84,2053.84,961000
SET100,20150728,11:44:00,2052.86,2055.11,2052.86,2055.11,1814000
SET100,20150728,11:45:00,2054.20,2055.78,2054.00,2055.00,8847000
SET100,20150728,11:46:00,2054.24,2055.48,2054.24,2055.48,20629000
SET100,20150728,11:47:00,2054.29,2055.41,2054.24,2055.41,10890000
SET100,20150728,11:48:00,2055.06,2055.41,2054.85,2055.03,16457000
SET100,20150728,11:49:00,2054.19,2055.17,2054.19,2054.73,18104000
SET100,20150728,11:50:00,2055.23,2055.36,2054.23,2054.23,3679000
SET100,20150728,11:51:00,2053.97,2055.45,2053.97,2055.32,10927000
SET100,20150728,11:52:00,2054.42,2055.35,2054.42,2055.35,8284000
SET100,20150728,11:53:00,2055.06,2055.57,2054.11,2054.97,4275000
SET100,20150728,11:54:00,2055.10,2055.94,2055.10,2055.41,7239000
SET100,20150728,11:55:00,2056.25,2056.25,2055.58,2055.92,2054000
SET100,20150728,11:56:00,2056.31,2057.40,2056.31,2057.20,2566000
SET100,20150728,11:57:00,2058.64,2058.64,2057.02,2057.02,6156000
SET100,20150728,11:58:00,2058.36,2059.35,2057.47,2057.47,2444000
SET100,20150728,11:59:00,2058.17,2058.49,2057.96,2057.96,25452000
SET100,20150728,12:00:00,2058.74,2058.74,2054.87,2054.87,3361000
SET100,20150728,12:01:00,2055.25,2056.49,2055.25,2055.91,1172000
SET100,20150728,12:02:00,2056.00,2058.03,2056.00,2058.03,1401000
SET100,20150728,12:03:00,2058.12,2058.12,2057.60,2057.60,702000
SET100,20150728,12:04:00,2058.85,2058.91,2057.63,2057.63,1377000
SET100,20150728,12:05:00,2058.66,2059.79,2058.60,2059.79,12709000
SET100,20150728,12:06:00,2059.31,2059.31,2055.32,2055.32,45283000
SET100,20150728,12:07:00,2055.95,2057.32,2055.03,2055.03,3051000
SET100,20150728,12:08:00,2055.92,2056.04,2055.51,2056.04,23307000
SET100,20150728,12:09:00,2055.82,2056.11,2055.37,2056.11,4315000
SET100,20150728,12:10:00,2055.64,2055.97,2055.30,2055.30,9213000
SET100,20150728,12:11:00,2055.34,2055.34,2051.61,2051.61,4571000
SET100,20150728,12:12:00,2051.89,2053.06,2051.55,2053.06,1524000
SET100,20150728,12:13:00,2054.67,2054.67,2053.31,2053.31,1108000
SET100,20150728,12:14:00,2052.67,2054.30,2052.67,2053.64,3451000
SET100,20150728,12:15:00,2054.54,2054.54,2053.27,2053.72,15179000
SET100,20150728,12:16:00,2053.44,2053.68,2052.78,2052.96,3544000
SET100,20150728,12:17:00,2053.47,2053.47,2052.79,2052.79,1364000
SET100,20150728,12:18:00,2053.72,2053.72,2052.26,2052.26,3688000
SET100,20150728,12:19:00,2053.03,2053.03,2052.42,2052.58,2575000
SET100,20150728,12:20:00,2053.00,2053.51,2052.61,2053.00,8290000
SET100,20150728,12:21:00,2053.81,2054.25,2053.21,2054.25,2323000
SET100,20150728,12:22:00,2053.99,2054.73,2052.99,2052.99,3015000
SET100,20150728,12:23:00,2053.68,2054.51,2052.86,2054.51,4250000
SET100,20150728,12:24:00,2053.71,2053.94,2052.83,2053.94,1592000
SET100,20150728,12:25:00,2053.83,2053.83,2053.02,2053.05,7414000
SET100,20150728,12:26:00,2055.03,2055.13,2054.19,2054.19,1993000
SET100,20150728,12:27:00,2053.28,2053.65,2053.24,2053.32,1571000
SET100,20150728,12:28:00,2053.72,2055.59,2053.72,2054.98,1870000
SET100,20150728,12:29:00,2054.37,2055.07,2053.60,2053.60,1345000
SET100,20150728,12:30:00,2054.76,2054.96,2050.75,2050.75,5782000
SET100,20150728,14:26:00,2050.75,2050.75,2050.75,2050.75,0
SET100,20150728,14:27:00,2050.75,2050.75,2050.31,2050.31,45096000
SET100,20150728,14:28:00,2051.26,2051.63,2051.26,2051.63,2225000
SET100,20150728,14:29:00,2052.71,2052.71,2052.38,2052.55,15322000
SET100,20150728,14:30:00,2052.66,2052.66,2051.74,2051.86,295000
SET100,20150728,14:31:00,2053.60,2053.75,2053.42,2053.73,11818000
SET100,20150728,14:32:00,2053.70,2053.70,2053.09,2053.70,2966000
SET100,20150728,14:33:00,2054.27,2054.27,2053.02,2053.55,2141000
SET100,20150728,14:34:00,2052.49,2053.24,2052.49,2053.24,1387000
SET100,20150728,14:35:00,2054.10,2054.23,2053.58,2053.58,2140000
SET100,20150728,14:36:00,2053.27,2053.27,2052.01,2052.01,1423000
SET100,20150728,14:37:00,2052.98,2053.39,2052.75,2052.75,2388000
SET100,20150728,14:38:00,2052.19,2054.05,2052.19,2054.05,3286000
SET100,20150728,14:39:00,2054.05,2054.05,2052.03,2052.03,1691000
SET100,20150728,14:40:00,2052.35,2052.96,2051.89,2052.96,5466000
SET100,20150728,14:41:00,2053.65,2053.97,2053.07,2053.25,8141000
SET100,20150728,14:42:00,2054.12,2054.59,2053.68,2053.72,4411000
SET100,20150728,14:43:00,2053.87,2053.87,2052.54,2052.54,5580000
SET100,20150728,14:44:00,2052.26,2052.59,2052.11,2052.54,2312000
SET100,20150728,14:45:00,2052.28,2052.72,2051.15,2051.80,1474000
SET100,20150728,14:46:00,2052.25,2052.53,2050.67,2050.67,1000000
SET100,20150728,14:47:00,2051.91,2051.91,2051.21,2051.21,1108000
SET100,20150728,14:48:00,2052.16,2052.16,2050.99,2051.68,1837000
SET100,20150728,14:49:00,2052.08,2052.10,2051.41,2052.10,1452000
SET100,20150728,14:50:00,2053.00,2054.62,2053.00,2053.28,1686000
SET100,20150728,14:51:00,2054.52,2054.52,2053.33,2053.54,12104000
SET100,20150728,14:52:00,2053.53,2053.95,2053.04,2053.05,2034000
SET100,20150728,14:53:00,2054.17,2054.48,2053.04,2054.47,1260000
SET100,20150728,14:54:00,2054.18,2055.20,2053.99,2055.20,1171000
SET100,20150728,14:55:00,2054.36,2054.84,2053.83,2054.02,4433000
SET100,20150728,14:56:00,2053.44,2053.52,2052.32,2052.68,34033000
SET100,20150728,14:57:00,2052.57,2052.57,2051.77,2051.77,1682000
SET100,20150728,14:58:00,2051.27,2052.13,2050.64,2050.64,1421000
SET100,20150728,14:59:00,2051.12,2051.51,2051.12,2051.51,6941000
SET100,20150728,15:00:00,2051.72,2051.78,2051.01,2051.20,3189000
SET100,20150728,15:01:00,2050.64,2051.04,2050.24,2050.99,26571000
SET100,20150728,15:02:00,2050.68,2051.80,2050.37,2050.37,9582000
SET100,20150728,15:03:00,2050.65,2050.65,2048.70,2048.70,17167000
SET100,20150728,15:04:00,2049.13,2049.13,2047.93,2047.93,26006000
SET100,20150728,15:05:00,2049.46,2049.98,2049.07,2049.56,17416000
SET100,20150728,15:06:00,2048.29,2049.21,2047.78,2049.21,1403000
SET100,20150728,15:07:00,2049.20,2049.99,2047.78,2047.78,1936000
SET100,20150728,15:08:00,2048.94,2048.94,2047.93,2048.27,3869000
SET100,20150728,15:09:00,2047.47,2048.74,2047.47,2048.74,1563000
SET100,20150728,15:10:00,2048.65,2049.24,2048.11,2048.11,11220000
SET100,20150728,15:11:00,2048.15,2048.15,2047.69,2047.71,1175000
SET100,20150728,15:12:00,2047.67,2048.19,2047.11,2047.11,1350000
SET100,20150728,15:13:00,2047.41,2047.86,2046.97,2047.86,2565000
SET100,20150728,15:14:00,2047.67,2048.33,2047.49,2048.04,10481000
SET100,20150728,15:15:00,2049.23,2049.23,2048.27,2048.71,7082000
SET100,20150728,15:16:00,2049.51,2049.51,2048.61,2048.90,1177000
SET100,20150728,15:17:00,2049.96,2049.96,2048.40,2049.07,1515000
SET100,20150728,15:18:00,2048.32,2048.67,2047.98,2048.67,1568000
SET100,20150728,15:19:00,2049.14,2049.43,2047.85,2047.85,6066000
SET100,20150728,15:20:00,2047.89,2048.62,2047.89,2048.28,2147000
SET100,20150728,15:21:00,2047.75,2048.28,2047.75,2048.28,2688000
SET100,20150728,15:22:00,2048.54,2049.52,2048.31,2048.40,1000000
SET100,20150728,15:23:00,2047.56,2048.34,2047.56,2048.34,3915000
SET100,20150728,15:24:00,2049.13,2049.13,2048.19,2048.19,3600000
SET100,20150728,15:25:00,2048.47,2049.17,2048.47,2048.76,863000
SET100,20150728,15:26:00,2048.68,2048.68,2046.90,2047.42,1998000
SET100,20150728,15:27:00,2047.16,2047.49,2047.05,2047.49,896000
SET100,20150728,15:28:00,2047.12,2048.88,2047.12,2047.52,1443000
SET100,20150728,15:29:00,2048.56,2048.56,2046.59,2046.59,7749000
SET100,20150728,15:30:00,2047.67,2047.67,2047.33,2047.41,2967000
SET100,20150728,15:31:00,2047.64,2047.89,2047.30,2047.89,5584000
SET100,20150728,15:32:00,2049.10,2049.10,2048.46,2048.46,8044000
SET100,20150728,15:33:00,2048.87,2048.87,2047.28,2047.40,3622000
SET100,20150728,15:34:00,2047.92,2047.92,2047.10,2047.10,2049000
SET100,20150728,15:35:00,2046.86,2047.88,2046.86,2047.88,2347000
SET100,20150728,15:36:00,2047.49,2047.96,2047.45,2047.45,1594000
SET100,20150728,15:37:00,2045.92,2047.38,2045.13,2045.13,5134000
SET100,20150728,15:38:00,2046.04,2046.81,2046.04,2046.64,3842000
SET100,20150728,15:39:00,2046.86,2046.86,2045.73,2045.73,19466000
SET100,20150728,15:40:00,2047.17,2047.17,2046.01,2046.01,7874000
SET100,20150728,15:41:00,2045.07,2046.32,2045.07,2045.81,4137000
SET100,20150728,15:42:00,2045.32,2046.25,2045.32,2046.25,2844000
SET100,20150728,15:43:00,2047.30,2047.30,2046.27,2046.27,2435000
SET100,20150728,15:44:00,2046.37,2046.38,2046.27,2046.38,2676000
SET100,20150728,15:45:00,2047.27,2047.27,2045.22,2045.22,11844000
SET100,20150728,15:46:00,2045.80,2045.80,2044.78,2044.78,5056000
SET100,20150728,15:47:00,2045.48,2045.81,2045.48,2045.81,4218000
SET100,20150728,15:48:00,2046.06,2046.06,2044.68,2044.68,13229000
SET100,20150728,15:49:00,2046.05,2046.05,2044.12,2045.10,2744000
SET100,20150728,15:50:00,2047.26,2047.26,2044.14,2044.14,5842000
SET100,20150728,15:51:00,2044.72,2045.26,2043.78,2044.78,5167000
SET100,20150728,15:52:00,2046.65,2046.65,2045.72,2046.07,26568000
SET100,20150728,15:53:00,2045.04,2045.47,2045.04,2045.47,10422000
SET100,20150728,15:54:00,2044.94,2044.94,2043.80,2044.64,11154000
SET100,20150728,15:55:00,2045.43,2045.65,2044.57,2044.60,8500000
SET100,20150728,15:56:00,2043.77,2044.20,2043.26,2044.20,12168000
SET100,20150728,15:57:00,2044.07,2044.22,2042.77,2042.77,7888000
SET100,20150728,15:58:00,2042.45,2042.45,2040.99,2040.99,3839000
SET100,20150728,15:59:00,2041.49,2041.49,2040.48,2040.53,8960000
SET100,20150728,16:00:00,2040.10,2040.10,2039.48,2040.04,8803000
SET100,20150728,16:01:00,2040.70,2041.62,2039.16,2039.16,4916000
SET100,20150728,16:02:00,2039.90,2041.07,2039.68,2040.60,4191000
SET100,20150728,16:03:00,2040.50,2040.84,2040.10,2040.10,2365000
SET100,20150728,16:04:00,2041.11,2041.11,2039.68,2040.16,2239000
SET100,20150728,16:05:00,2042.00,2042.00,2040.77,2040.77,19788000
SET100,20150728,16:06:00,2040.44,2041.41,2040.34,2041.41,6479000
SET100,20150728,16:07:00,2041.38,2043.74,2041.38,2043.74,5403000
SET100,20150728,16:08:00,2042.50,2046.02,2042.50,2046.02,36690000
SET100,20150728,16:09:00,2046.00,2048.60,2046.00,2047.53,22989000
SET100,20150728,16:10:00,2048.15,2049.19,2048.15,2048.21,17444000
SET100,20150728,16:11:00,2048.68,2049.88,2048.68,2048.84,12173000
SET100,20150728,16:12:00,2048.78,2051.28,2048.78,2051.28,14524000
SET100,20150728,16:13:00,2050.34,2051.71,2050.34,2050.84,8686000
SET100,20150728,16:14:00,2052.07,2053.35,2052.07,2053.35,4707000
SET100,20150728,16:15:00,2053.37,2054.45,2053.37,2053.51,15111000
SET100,20150728,16:16:00,2053.74,2053.74,2053.36,2053.43,3488000
SET100,20150728,16:17:00,2055.80,2055.80,2054.56,2054.56,15454000
SET100,20150728,16:18:00,2054.83,2055.06,2052.55,2052.55,6091000
SET100,20150728,16:19:00,2051.89,2052.32,2051.65,2052.32,3227000
SET100,20150728,16:20:00,2053.08,2053.08,2051.64,2051.64,8790000
SET100,20150728,16:21:00,2052.79,2052.79,2050.90,2050.90,11601000
SET100,20150728,16:22:00,2050.18,2050.18,2049.41,2049.41,3759000
SET100,20150728,16:23:00,2049.72,2051.47,2049.72,2050.57,5964000
SET100,20150728,16:24:00,2052.99,2053.00,2050.22,2051.58,6371000
SET100,20150728,16:25:00,2053.33,2053.33,2049.05,2050.29,26740000
SET100,20150728,16:26:00,2049.41,2051.23,2049.41,2051.23,80029000
SET100,20150728,16:27:00,2051.82,2052.58,2051.07,2052.22,56993000
